,ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
0,2019,2019-05-01,2,Estádio Rei Pelé,Caio Max Augusto Vieira,15735.0,20000.0,CSA,Palmeiras,Marcelo Cabo,Luiz Felipe Scolari,20.0,1.0,7600000.0,27450000.0,29.8,29.3,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,
1,2019,2019-07-30,12,Estádio Rei Pelé,Caio Max Augusto Vieira,11918.0,20000.0,CSA,Grêmio,Argel Fucks,Renato Gaúcho,19.0,11.0,8550000.0,29250000.0,29.6,29.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2,2019,2019-08-13,14,Estádio Rei Pelé,Gilberto Rodrigues Castro Junior,9924.0,20000.0,CSA,Fortaleza,Argel Fucks,Marconne Montenegro,19.0,14.0,9950000.0,7750000.0,31.1,28.3,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,
3,2019,2019-08-26,16,Estádio Rei Pelé,Marcelo de Lima Henrique,8715.0,20000.0,CSA,Cruzeiro,Argel Fucks,Rogério Ceni,19.0,16.0,6850000.0,18750000.0,29.4,29.5,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,
4,2019,2019-09-09,18,Estádio Rei Pelé,Vinicius Gonçalves Dias Araujo,9311.0,20000.0,CSA,Chapecoense,Argel Fucks,Emerson Cris,19.0,17.0,7400000.0,12100000.0,29.7,29.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,
5,2019,2019-09-22,20,Estádio Rei Pelé,Ricardo Marques Ribeiro,10566.0,20000.0,CSA,Ceará SC,Argel Fucks,Enderson Moreira,18.0,13.0,7400000.0,7350000.0,29.8,27.6,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
6,2019,2019-10-07,23,Estádio Rei Pelé,Anderson Daronco,8346.0,20000.0,CSA,Avaí FC,Argel Fucks,Alberto Valentim,18.0,19.0,6600000.0,4750000.0,28.8,28.5,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,
7,2019,2019-10-10,24,Estádio Rei Pelé,Vinicius Furlan,9927.0,20000.0,CSA,Internacional,Argel Fucks,Odair Hellmann,17.0,6.0,7850000.0,26150000.0,29.2,27.4,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
8,2019,2019-10-17,26,Estádio Rei Pelé,Savio Pereira Sampaio,13075.0,20000.0,CSA,Atlético-MG,Argel Fucks,Vágner Mancini,17.0,11.0,8700000.0,18500000.0,30.3,29.1,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,
9,2019,2019-10-31,29,Estádio Rei Pelé,Rafael Traci,15428.0,20000.0,CSA,Corinthians,Argel Fucks,Fábio Carille,18.0,6.0,8150000.0,48650000.0,28.8,29.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10,2019,2019-11-10,32,Estádio Rei Pelé,Rodrigo D,14690.0,20000.0,CSA,Vasco da Gama,Argel Fucks,Vanderlei Luxemburgo,18.0,12.0,8900000.0,11600000.0,29.8,26.6,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,
11,2019,2019-11-25,34,Estádio Rei Pelé,Luiz Flávio de Oliveira,8916.0,20000.0,CSA,Fluminense,Argel Fucks,Marcão,18.0,17.0,7850000.0,23800000.0,28.9,24.8,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
12,2019,2019-12-01,36,Estádio Rei Pelé,Vinicius Furlan,7371.0,20000.0,CSA,EC Bahia,Jacozinho,Roger Machado,18.0,11.0,7350000.0,11700000.0,29.6,26.4,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,
13,2019,2019-08-06,13,Arena do Grêmio,Felipe Fernandes,15171.0,60540.0,Grêmio,Chapecoense,Renato Gaúcho,Emerson Cris,11.0,18.0,51150000.0,11850000.0,27.8,29.3,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,
14,2019,2019-08-18,15,Arena do Grêmio,Wagner do Nascimento Magalhães,14777.0,60540.0,Grêmio,Palmeiras,Renato Gaúcho,Luiz Felipe Scolari,14.0,2.0,22050000.0,44500000.0,29.8,26.7,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,2019,2019-08-24,16,Arena do Grêmio,Bruno Arleu de Araújo,12748.0,60540.0,Grêmio,Athletico-PR,Renato Gaúcho,Tiago Nunes,13.0,8.0,23350000.0,16200000.0,28.1,24.8,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,
16,2019,2019-09-15,19,Arena do Grêmio,Savio Pereira Sampaio,41733.0,60540.0,Grêmio,Goiás EC,Renato Gaúcho,Ney Franco,11.0,14.0,70900000.0,9900000.0,28.5,28.4,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,
17,2019,2019-09-27,21,Arena do Grêmio,Rodolpho Toski Marques,16910.0,60540.0,Grêmio,Avaí FC,Renato Gaúcho,Alberto Valentim,7.0,19.0,72900000.0,4500000.0,28.8,26.1,6.0,1.0,4.0,0.0,,,,,,,,,,,,,,
18,2019,2019-10-06,23,Arena do Grêmio,Bruno Arleu de Araújo,16542.0,60540.0,Grêmio,Corinthians,Renato Gaúcho,Fábio Carille,8.0,4.0,74500000.0,48900000.0,29.9,29.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
19,2019,2019-10-10,24,Estádio Francisco Stédile,Edina Alves Batista,7193.0,30000.0,Grêmio,Ceará SC,Renato Gaúcho,Adilson Batista,8.0,16.0,31150000.0,8600000.0,31.5,29.4,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
20,2019,2019-10-27,28,Arena do Grêmio,Rafael Traci,9786.0,60540.0,Grêmio,Botafogo,Renato Gaúcho,Alberto Valentim,7.0,13.0,82500000.0,18700000.0,30.6,28.7,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,
21,2019,2019-11-03,30,Arena do Grêmio,Flavio Rodrigues de Souza,44376.0,60540.0,Grêmio,Internacional,Renato Gaúcho,Zé Ricardo,5.0,6.0,82900000.0,25200000.0,29.4,30.4,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,
22,2019,2019-11-07,31,Arena do Grêmio,Jose Mendonça,13244.0,60540.0,Grêmio,CSA,Renato Gaúcho,Argel Fucks,5.0,18.0,82500000.0,7300000.0,30.6,29.4,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,2019,2019-12-01,36,Arena do Grêmio,Marcelo de Lima Henrique,24464.0,60540.0,Grêmio,São Paulo,Renato Gaúcho,Fernando Diniz,4.0,6.0,58450000.0,46700000.0,30.3,27.4,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
